2011-03-07	00:06:32	16.000000	16.500000	17.000000	20.500000	24.500000	23.500000	23.000000	23.000000	14.500000	14.500000	14.000000	10.500000
2011-03-07	00:16:32	16.000000	16.500000	17.000000	20.500000	24.500000	23.500000	23.000000	23.000000	14.500000	14.000000	14.000000	10.500000
2011-03-07	00:26:32	16.000000	16.500000	17.000000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	11.000000
2011-03-07	00:36:32	15.500000	16.000000	17.000000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	10.500000
2011-03-07	00:46:32	15.500000	16.000000	16.500000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	11.000000
2011-03-07	00:56:32	15.500000	16.000000	16.500000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	10.500000
2011-03-07	01:06:32	15.500000	16.000000	16.500000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	10.500000
2011-03-07	01:16:32	15.000000	15.500000	16.500000	20.000000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	10.500000
2011-03-07	01:26:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	14.000000	13.500000	13.500000	10.500000
2011-03-07	01:36:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	13.500000	13.500000	13.000000	10.500000
2011-03-07	01:46:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	13.500000	13.500000	13.000000	11.000000
2011-03-07	01:56:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	14.000000	13.500000	13.500000	11.500000
2011-03-07	02:06:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	13.500000	12.000000
2011-03-07	02:16:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	14.000000	14.000000	14.000000	12.500000
2011-03-07	02:26:32	15.000000	15.500000	16.000000	19.500000	24.500000	23.500000	23.000000	23.000000	14.500000	14.500000	14.000000	13.000000
2011-03-07	02:36:32	15.500000	15.500000	16.000000	19.000000	24.500000	23.500000	23.000000	23.000000	15.000000	15.000000	14.500000	13.000000
2011-03-07	02:46:32	15.500000	15.500000	16.500000	19.000000	24.500000	23.500000	23.000000	23.000000	15.000000	15.000000	14.500000	13.500000
2011-03-07	02:56:32	15.500000	16.000000	16.500000	19.500000	24.500000	23.500000	23.000000	23.000000	15.500000	15.000000	15.000000	14.000000
2011-03-07	03:06:32	16.000000	16.000000	16.500000	19.500000	24.500000	23.500000	23.000000	23.000000	15.500000	15.500000	15.000000	14.500000
2011-03-07	03:16:32	16.000000	16.000000	16.500000	19.500000	24.500000	23.500000	23.000000	23.000000	15.500000	16.000000	15.500000	14.500000
2011-03-07	03:26:32	16.500000	16.500000	17.000000	19.500000	24.500000	23.500000	23.000000	23.000000	16.000000	16.000000	15.500000	14.500000
2011-03-07	03:36:32	16.500000	16.500000	17.000000	19.500000	24.500000	23.500000	23.000000	23.000000	16.000000	16.500000	16.000000	15.000000
2011-03-07	03:46:32	16.500000	16.500000	17.000000	19.500000	24.500000	23.500000	23.000000	23.000000	16.500000	16.500000	16.000000	15.000000
2011-03-07	03:56:32	16.500000	16.500000	17.000000	19.500000	24.500000	23.500000	23.000000	23.000000	16.500000	16.500000	16.000000	14.500000
2011-03-07	04:06:32	16.500000	16.500000	17.000000	19.500000	24.500000	23.500000	23.000000	23.000000	16.500000	16.500000	16.000000	14.500000
